flight_date,departure.iata,departure.terminal,departure.gate,departure.scheduled,arrival.iata,arrival.terminal,arrival.scheduled,airline.iata,terminal_distance_m,terminal_walk_time_min,terminal_transport_method,connection_time_min,arrival_delay_min,scheduled_flight_min,departure_hour,day_of_week,risk_label,transport_friction,is_cross_airport,is_intl_hub,is_major_airport,is_peak_hour,terminal_change,has_delay_info,security_crowd,immigration_crowd,walking_time_min,security_time_min,immigration_time_min,congestion_time_min,baggage_time_min
1,5,0,68,329,77,27,405,97,4000,15,19,78.0,8.0,60.0,13,0,1,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10
0,11,24,273,137,368,0,141,201,700,5,31,71.0,9.0,90.0,20,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,0,24,185,304,119,7,368,13,400,5,33,93.0,17.0,50.0,11,0,0,1,1,1,1,0,1,1,2,0,5,20.0,45.0,8,10
0,12,14,302,198,313,27,186,77,3600,20,28,108.0,28.0,62.0,22,6,1,3,1,0,0,0,1,1,1,1,20,16.0,0.0,3,10
1,22,0,370,352,303,6,451,213,15900,23,0,103.0,35.0,140.0,15,0,0,3,1,0,0,0,1,1,2,2,23,20.0,0.0,8,10
0,28,1,51,200,23,21,302,202,350,5,33,91.0,3.0,433.0,22,6,2,1,1,1,1,0,1,1,2,2,5,20.0,30.0,3,10
1,29,19,436,252,399,27,349,88,1100,5,16,79.0,27.0,240.0,6,0,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,13,24,176,272,16,9,374,189,800,5,6,94.0,2.0,225.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,27,5,298,170,424,2,273,61,400,5,33,67.0,18.0,438.0,21,6,0,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,26,0,168,371,412,2,454,143,3000,5,14,78.0,34.0,60.0,16,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,16,0,149,290,360,27,388,51,2500,10,27,118.0,19.0,190.0,9,0,1,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
0,38,1,350,156,98,27,189,131,2000,10,19,77.0,5.0,148.0,21,6,1,3,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,20,24,436,326,56,0,408,13,500,6,33,115.0,13.0,90.0,12,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,16,0,141,293,480,27,363,165,2500,10,27,110.0,29.0,80.0,10,0,0,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,18,0,436,368,99,2,450,183,500,4,6,121.0,0.0,55.0,16,0,2,2,1,1,0,0,1,1,2,2,4,20.0,30.0,8,10
1,37,0,0,379,299,0,466,22,2500,12,9,134.0,15.0,70.0,17,0,2,3,1,1,0,1,0,1,0,0,12,30.0,45.0,15,10
1,0,24,187,288,143,27,362,24,300,4,33,110.0,5.0,100.0,9,0,2,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10
0,44,5,361,153,23,20,277,131,500,6,3,110.0,4.0,482.0,21,6,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,11,24,161,218,203,7,287,51,900,5,31,92.0,3.0,348.0,23,6,2,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,19,0,127,376,221,0,470,129,2000,8,17,108.0,2.0,105.0,17,0,2,2,1,0,0,1,0,1,0,0,8,30.0,0.0,15,10
1,46,5,26,388,342,27,479,131,2500,10,24,92.0,0.0,65.0,18,0,2,2,1,0,0,1,1,1,2,0,10,20.0,0.0,15,10
0,40,6,178,100,286,0,189,30,600,7,33,81.0,1.0,303.0,18,6,2,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
0,15,11,132,122,98,27,142,51,800,4,2,110.0,11.0,133.0,20,6,2,2,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
1,36,1,408,290,383,27,384,22,3500,12,19,115.0,12.0,180.0,9,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
0,27,5,297,206,98,27,293,61,400,5,33,84.0,10.0,407.0,23,6,2,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
0,48,0,306,4,462,0,11,180,1200,5,7,84.0,34.0,175.0,8,6,0,2,1,0,0,1,0,1,0,0,5,30.0,0.0,15,10
0,17,1,31,213,445,27,210,157,800,6,33,85.0,15.0,85.0,23,6,1,1,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10
1,16,1,307,290,33,2,368,63,2500,10,27,128.0,45.0,120.0,9,0,0,2,1,1,1,1,0,1,0,0,10,30.0,45.0,15,10
1,25,12,350,298,125,27,373,55,600,7,13,111.0,13.0,90.0,10,0,2,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,49,24,436,284,360,27,383,26,600,5,5,116.0,12.0,205.0,9,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,23,24,436,310,27,16,388,100,1000,8,12,107.0,1.0,85.0,11,0,2,1,1,1,0,0,1,1,2,2,8,20.0,30.0,8,10
1,13,24,241,266,35,1,381,189,700,5,6,85.0,22.0,295.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,28,1,43,142,57,12,278,104,350,5,33,88.0,23.0,510.0,21,6,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
1,5,1,294,292,252,6,382,26,4000,15,19,69.0,16.0,160.0,10,0,0,3,1,0,0,1,1,1,2,0,15,20.0,0.0,15,10
1,49,24,28,281,163,0,350,165,500,6,33,98.0,5.0,85.0,9,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,38,5,393,133,107,12,168,37,2000,10,19,123.0,15.0,158.0,20,6,2,3,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,20,24,19,329,451,27,408,37,500,6,33,78.0,0.0,75.0,13,0,2,1,1,0,0,0,1,1,1,2,6,16.0,0.0,8,10
0,38,5,393,133,107,12,168,152,2000,10,19,94.0,14.0,158.0,20,6,2,3,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,13,24,285,236,93,14,364,204,700,5,6,73.0,22.0,530.0,2,0,0,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
0,6,1,436,133,49,2,151,26,4200,16,19,96.0,39.0,120.0,20,6,0,3,1,0,0,1,0,1,0,0,16,30.0,0.0,15,10
0,38,8,436,183,217,27,331,150,700,8,18,113.0,6.0,665.0,22,6,2,3,1,1,1,0,1,1,2,2,8,20.0,30.0,3,10
1,23,24,436,292,5,16,360,170,1000,8,12,148.0,11.0,70.0,10,0,2,1,1,1,0,1,1,1,2,0,8,20.0,45.0,15,10
1,3,0,173,280,43,27,347,147,300,4,33,83.0,33.0,75.0,9,0,0,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
1,13,24,285,236,93,14,364,88,800,5,6,67.0,8.0,530.0,2,0,1,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
0,40,6,134,128,144,21,160,30,600,7,33,103.0,8.0,158.0,20,6,2,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,14,1,375,278,39,2,373,70,1800,7,4,126.0,25.0,190.0,8,0,1,1,1,1,1,1,0,1,0,0,7,30.0,45.0,15,10
1,0,24,305,289,263,2,345,51,500,6,33,117.0,23.0,25.0,9,0,1,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10
1,6,24,436,258,101,0,349,169,4200,16,19,100.0,39.0,210.0,6,0,0,3,1,0,0,1,1,1,0,0,16,30.0,0.0,15,10
0,1,19,174,205,122,27,161,202,400,5,33,81.0,36.0,7.0,23,6,0,1,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,14,5,274,242,425,2,439,55,5500,18,19,107.0,21.0,745.0,4,0,0,3,1,1,1,0,1,1,1,2,18,16.0,30.0,3,10
1,3,0,69,282,241,27,352,114,3500,12,19,91.0,2.0,90.0,9,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,22,1,436,370,220,0,465,138,15000,18,0,104.0,12.0,110.0,16,0,2,3,1,0,0,0,1,1,2,2,18,20.0,0.0,8,10
0,7,15,338,15,31,27,32,3,600,7,33,82.0,30.0,200.0,10,6,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,18,0,389,349,425,0,440,183,400,5,33,129.0,5.0,110.0,14,0,2,1,1,1,0,0,0,1,2,2,5,20.0,30.0,8,10
1,32,6,415,292,297,0,369,147,600,7,33,78.0,14.0,115.0,10,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,32,7,436,286,246,21,354,87,5000,12,22,96.0,21.0,80.0,9,0,1,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,35,24,436,229,478,0,249,22,1200,8,33,114.0,13.0,195.0,0,0,2,1,1,0,0,0,1,1,1,1,8,16.0,0.0,3,10
1,30,1,287,279,161,0,365,180,6000,20,10,133.0,45.0,160.0,8,0,0,3,1,1,1,1,1,1,0,0,20,30.0,45.0,15,10
1,34,0,111,349,7,0,426,131,400,5,33,68.0,16.0,50.0,14,0,0,1,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
1,34,6,93,366,7,0,448,13,400,5,33,84.0,18.0,55.0,16,0,1,1,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,23,24,436,292,5,16,360,165,1000,8,12,140.0,9.0,70.0,10,0,2,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
1,26,0,168,371,412,2,454,69,3000,5,14,67.0,16.0,60.0,16,0,0,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,34,5,0,348,7,0,426,147,1200,5,26,85.0,16.0,55.0,14,0,1,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,44,5,366,192,387,12,188,131,400,5,33,91.0,30.0,72.0,22,6,1,1,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
0,38,5,420,181,50,27,190,152,500,6,33,103.0,6.0,100.0,22,6,2,1,1,1,1,0,1,1,2,2,6,20.0,30.0,3,10
1,13,24,285,236,93,14,364,21,1200,6,6,70.0,18.0,530.0,2,0,0,2,1,0,0,0,1,1,1,1,6,16.0,0.0,3,10
0,40,6,151,175,57,14,296,21,600,7,33,86.0,32.0,471.0,22,6,0,1,1,0,0,0,1,1,1,2,7,16.0,0.0,3,10
1,16,0,152,301,248,27,373,34,2500,10,27,137.0,14.0,75.0,10,0,2,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,45,6,66,355,375,2,437,18,1000,5,29,122.0,7.0,65.0,15,0,2,2,1,1,1,0,1,1,2,2,5,20.0,30.0,8,10
1,29,19,436,260,190,27,385,172,1100,5,16,80.0,13.0,350.0,7,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,25,24,350,286,118,27,353,12,600,7,13,76.0,21.0,75.0,9,0,1,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,17,1,46,220,268,2,239,55,600,5,33,90.0,20.0,180.0,0,0,1,1,1,0,0,0,0,1,1,1,5,16.0,0.0,3,10
1,4,24,436,349,84,27,434,122,1200,5,6,101.0,11.0,80.0,14,0,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,43,24,428,200,129,27,230,50,400,5,33,100.0,8.0,167.0,22,6,2,1,1,0,0,0,1,1,1,2,5,16.0,0.0,3,10
1,41,0,5,348,482,2,453,82,2500,10,20,76.0,6.0,170.0,14,0,1,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,9,5,436,332,391,0,411,13,500,6,33,88.0,35.0,75.0,13,0,0,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
0,7,24,436,6,276,27,17,0,600,7,33,70.0,16.0,192.0,9,6,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,41,1,396,318,408,2,398,42,2500,10,20,105.0,3.0,95.0,12,0,2,3,1,0,0,0,0,1,1,2,10,16.0,0.0,8,10
0,2,11,436,71,65,6,75,59,1200,7,11,66.0,18.0,95.0,16,6,0,3,1,0,0,0,1,1,2,2,7,20.0,0.0,8,10
1,20,24,19,297,104,2,384,13,500,6,33,91.0,41.0,145.0,10,0,0,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,39,5,238,339,456,2,431,82,1000,5,19,101.0,12.0,120.0,14,0,2,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,48,24,436,10,116,19,6,187,1200,5,7,91.0,44.0,48.0,9,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,42,6,436,304,111,7,376,24,2000,8,19,104.0,11.0,70.0,11,0,2,3,1,0,0,0,0,1,2,2,8,20.0,0.0,8,10
1,39,5,250,335,302,27,442,82,1000,5,19,77.0,18.0,195.0,13,0,1,3,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
1,32,6,414,276,119,7,360,195,500,6,33,76.0,27.0,150.0,8,0,0,1,1,0,0,1,0,1,0,0,6,30.0,0.0,15,10
1,16,0,56,288,419,27,389,129,2500,10,27,106.0,6.0,205.0,9,0,1,2,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,39,5,401,326,137,6,414,214,3000,12,23,87.0,31.0,120.0,12,0,0,3,1,0,0,0,0,1,2,2,12,20.0,0.0,8,10
1,31,21,436,304,259,24,372,201,800,8,36,97.0,42.0,8.0,11,0,0,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,0,24,305,289,263,2,345,194,500,6,33,115.0,18.0,25.0,9,0,1,1,1,1,1,1,1,1,0,0,6,30.0,45.0,15,10
0,1,19,150,217,265,14,222,28,600,8,32,93.0,1.0,88.0,23,6,2,1,1,0,0,0,1,1,1,1,8,16.0,0.0,3,10
1,29,19,436,254,53,12,330,37,1100,5,16,67.0,8.0,170.0,6,0,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,40,6,246,195,387,14,210,201,600,7,33,83.0,23.0,120.0,22,6,1,1,1,0,0,0,1,1,1,1,7,16.0,0.0,3,10
0,1,19,187,165,155,2,175,194,600,8,32,78.0,32.0,112.0,21,6,0,1,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,9,5,436,346,328,27,437,59,500,6,33,72.0,5.0,110.0,14,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
0,48,0,377,17,373,2,27,22,1200,5,7,72.0,24.0,160.0,10,6,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,29,18,436,263,30,2,349,179,1100,5,16,100.0,3.0,185.0,7,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,9,5,436,343,396,0,431,91,500,6,33,69.0,7.0,95.0,14,0,1,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,33,22,436,384,265,25,471,47,800,5,6,66.0,17.0,5.0,18,0,0,2,0,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,2,11,188,280,201,0,365,166,1000,6,11,92.0,7.0,155.0,9,0,2,3,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,34,0,121,373,7,0,454,55,1200,5,26,80.0,19.0,50.0,16,0,1,3,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
1,32,5,351,299,238,0,367,59,500,6,33,102.0,2.0,70.0,10,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
0,33,12,123,65,269,27,73,201,1200,6,6,86.0,11.0,110.0,15,6,2,2,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,18,0,416,363,162,2,453,86,700,5,6,130.0,5.0,95.0,16,0,2,2,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10
1,42,6,436,292,201,0,367,108,2000,8,19,100.0,4.0,105.0,10,0,2,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,6,1,436,243,263,2,352,13,4200,16,19,92.0,33.0,360.0,4,0,0,3,1,0,0,0,0,1,1,1,16,16.0,0.0,3,10
1,2,11,436,250,257,2,348,4,1000,6,11,85.0,30.0,250.0,6,0,1,3,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,10,5,87,321,179,27,412,125,3500,15,19,124.0,11.0,135.0,12,0,2,3,1,0,0,0,1,1,2,2,15,20.0,0.0,8,10
0,21,13,256,114,368,2,120,55,600,5,30,94.0,7.0,96.0,19,6,2,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,31,21,436,350,259,24,430,55,800,8,36,91.0,23.0,8.0,15,0,1,1,0,0,0,0,1,1,2,2,8,20.0,0.0,8,10
1,19,0,116,352,312,16,456,43,700,10,33,76.0,24.0,165.0,15,0,0,1,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,8,3,365,283,444,0,362,123,600,7,34,119.0,26.0,125.0,9,0,1,1,1,1,1,1,1,1,0,0,7,30.0,45.0,15,10
1,18,0,382,288,72,6,393,86,400,5,33,144.0,10.0,225.0,9,0,2,1,1,1,0,1,1,1,0,0,5,30.0,45.0,15,10
0,40,6,176,157,470,27,147,21,600,7,33,68.0,18.0,64.0,21,6,0,1,1,0,0,1,1,1,0,0,7,30.0,0.0,15,10
1,0,24,235,296,248,27,373,108,300,4,33,123.0,28.0,100.0,10,0,1,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10
1,46,0,106,365,483,27,486,126,400,5,33,98.0,3.0,300.0,16,0,2,1,1,0,0,0,1,1,1,2,5,16.0,0.0,8,10
0,48,5,138,34,320,6,39,147,1200,5,7,88.0,20.0,65.0,13,6,1,2,1,0,0,0,0,1,0,2,5,30.0,0.0,8,10
0,38,1,350,156,98,27,189,112,700,8,18,87.0,18.0,148.0,21,6,1,3,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10
0,7,11,137,5,23,21,13,118,1000,8,19,93.0,39.0,173.0,8,6,0,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,18,0,38,339,463,6,433,47,700,5,6,115.0,41.0,130.0,14,0,0,2,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10
1,25,12,332,297,284,14,362,8,600,7,13,83.0,5.0,55.0,10,0,2,1,1,0,0,1,0,1,0,0,7,30.0,0.0,15,10
1,37,5,20,327,312,16,433,144,2800,10,9,103.0,19.0,190.0,13,0,0,3,1,1,0,0,1,1,1,2,10,16.0,30.0,8,10
1,31,21,436,280,259,24,342,51,800,8,36,70.0,23.0,8.0,9,0,0,1,0,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,32,5,359,303,43,27,369,126,600,7,33,83.0,23.0,60.0,10,0,1,1,1,0,0,1,1,1,2,0,7,20.0,0.0,15,10
1,13,24,176,272,16,9,374,122,800,5,6,84.0,10.0,225.0,8,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,11,24,257,95,107,12,125,144,700,5,31,73.0,0.0,187.0,18,6,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,6,1,436,321,87,0,408,13,4200,16,19,114.0,7.0,115.0,12,0,2,3,1,0,0,0,1,1,1,2,16,16.0,0.0,8,10
1,39,5,401,323,403,2,440,214,1000,5,19,76.0,1.0,245.0,12,0,2,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
0,12,11,159,100,347,27,100,144,900,5,28,89.0,37.0,73.0,18,6,0,3,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,24,8,97,66,134,6,86,108,1200,5,2,127.0,8.0,193.0,15,6,2,2,1,1,1,0,1,1,0,0,5,30.0,45.0,8,10
1,37,0,0,379,299,0,466,165,2500,12,9,151.0,8.0,70.0,17,0,2,3,1,1,0,1,0,1,0,0,12,30.0,45.0,15,10
0,21,24,436,78,181,16,93,180,1000,5,30,105.0,14.0,143.0,17,6,2,3,0,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,22,0,419,351,299,0,445,14,900,5,25,61.0,16.0,115.0,15,0,0,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
1,30,8,436,272,346,20,365,147,5200,18,10,160.0,15.0,195.0,8,0,2,3,1,1,1,1,1,1,0,0,18,30.0,45.0,15,10
1,25,12,334,305,284,14,373,8,600,7,13,94.0,1.0,55.0,11,0,2,1,1,0,0,0,0,1,2,2,7,20.0,0.0,8,10
0,15,13,230,30,402,27,37,180,800,4,2,82.0,40.0,74.0,13,6,0,2,1,0,0,0,1,1,2,0,4,20.0,0.0,8,10
1,5,0,28,286,105,0,380,144,4000,15,19,82.0,28.0,180.0,9,0,0,3,1,0,0,1,0,1,0,0,15,30.0,0.0,15,10
1,8,3,365,278,324,0,383,51,2800,10,8,108.0,26.0,235.0,8,0,0,3,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
0,11,24,224,142,88,0,128,44,700,5,31,70.0,14.0,57.0,21,6,1,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
0,40,6,185,125,274,27,158,30,500,6,33,85.0,11.0,159.0,20,6,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,6,1,436,308,42,27,388,26,4200,16,19,99.0,21.0,100.0,11,0,1,3,1,0,0,0,1,1,2,2,16,20.0,0.0,8,10
1,9,5,436,359,391,0,445,165,500,6,33,95.0,10.0,75.0,15,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,41,0,402,347,220,0,459,126,2500,10,20,73.0,16.0,195.0,14,0,0,3,1,0,0,0,0,1,2,2,10,20.0,0.0,8,10
1,0,24,232,289,153,27,362,13,300,4,33,120.0,2.0,95.0,9,0,2,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10
1,8,3,365,283,444,0,362,28,2800,10,8,120.0,19.0,125.0,9,0,1,3,1,1,1,1,1,1,0,0,10,30.0,45.0,15,10
1,26,0,163,348,371,0,454,165,3000,5,14,112.0,15.0,175.0,14,0,2,2,1,0,0,0,0,1,2,2,5,20.0,0.0,8,10
1,23,24,436,274,22,0,336,5,1000,8,12,99.0,22.0,76.0,8,0,0,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
0,7,11,139,65,134,2,90,51,1000,8,19,90.0,11.0,206.0,15,6,2,3,1,0,0,0,1,1,2,0,8,20.0,0.0,8,10
1,3,0,199,293,399,27,368,147,300,4,33,99.0,3.0,105.0,10,0,2,1,1,0,0,1,1,1,0,0,4,30.0,0.0,15,10
0,33,13,49,51,128,12,71,65,800,5,6,89.0,4.0,168.0,14,6,2,2,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,0,24,185,291,398,27,363,51,300,4,33,124.0,8.0,90.0,9,0,2,1,1,1,1,1,1,1,0,0,4,30.0,45.0,15,10
1,29,18,436,270,163,0,354,179,1100,5,16,95.0,14.0,160.0,8,0,2,2,1,0,0,1,1,1,2,0,5,20.0,0.0,15,10
0,38,5,420,181,50,27,190,30,700,8,18,78.0,12.0,100.0,22,6,1,3,1,1,1,0,1,1,2,2,8,20.0,30.0,3,10
1,49,24,436,286,33,2,361,40,500,6,33,98.0,15.0,105.0,9,0,2,1,1,0,0,1,1,1,0,0,6,30.0,0.0,15,10
1,20,24,2,304,29,0,382,13,500,6,33,87.0,35.0,100.0,11,0,0,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
1,20,24,5,314,69,27,405,37,500,6,33,113.0,15.0,135.0,11,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
0,44,5,366,192,387,12,188,22,700,5,2,73.0,14.0,72.0,22,6,1,2,1,0,0,0,1,1,1,1,5,16.0,0.0,3,10
1,45,0,232,335,245,0,419,165,1000,5,29,119.0,37.0,90.0,13,0,0,2,1,1,1,0,0,1,2,2,5,20.0,30.0,8,10
1,30,8,436,278,441,27,374,97,6000,20,10,137.0,3.0,195.0,8,0,2,3,1,1,1,1,1,1,0,0,20,30.0,45.0,15,10
1,18,0,127,341,162,2,425,47,400,5,33,99.0,10.0,90.0,14,0,1,1,1,1,0,0,1,1,2,2,5,20.0,30.0,8,10
1,0,24,185,291,398,27,363,122,700,9,33,126.0,7.0,90.0,9,0,2,1,1,1,1,1,1,1,0,0,9,30.0,45.0,15,10
0,7,13,241,53,265,15,75,54,600,7,33,85.0,16.0,193.0,14,6,1,1,1,0,0,0,0,1,2,0,7,20.0,0.0,8,10
1,29,19,436,266,297,0,358,37,1100,5,16,114.0,9.0,200.0,7,0,2,2,1,0,0,1,1,1,2,0,5,20.0,0.0,15,10
1,4,24,436,301,99,2,380,191,1200,5,6,82.0,1.0,105.0,10,0,2,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,32,5,354,300,443,27,367,51,5000,12,22,111.0,15.0,65.0,10,0,2,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,20,24,14,325,339,2,399,13,500,6,33,81.0,5.0,65.0,12,0,2,1,1,0,0,0,1,1,2,2,6,20.0,0.0,8,10
0,27,0,263,200,235,0,193,201,2500,10,19,102.0,29.0,75.0,22,6,1,3,1,0,0,0,0,1,1,2,10,16.0,0.0,3,10
1,19,0,1,375,285,27,465,21,2000,8,17,84.0,17.0,85.0,17,0,1,2,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,34,0,0,342,52,16,439,13,1200,5,26,85.0,9.0,140.0,14,0,2,3,1,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,8,4,385,293,441,27,368,185,400,5,33,116.0,27.0,105.0,10,0,1,1,1,1,1,1,1,1,0,0,5,30.0,45.0,15,10
1,30,8,436,270,9,19,373,88,6000,20,10,141.0,30.0,230.0,8,0,1,3,1,1,1,1,1,1,0,0,20,30.0,45.0,15,10
1,6,1,436,312,266,27,390,137,4200,16,19,95.0,20.0,85.0,11,0,1,3,1,0,0,0,1,1,2,2,16,20.0,0.0,8,10
0,12,11,137,199,430,14,190,77,3600,20,28,135.0,12.0,65.0,22,6,2,3,1,0,0,0,1,1,1,2,20,16.0,0.0,3,10
0,7,12,186,18,276,27,40,21,1000,8,19,65.0,15.0,213.0,10,6,0,3,1,0,0,1,1,1,0,0,8,30.0,0.0,15,10
1,23,24,436,300,27,16,374,100,1000,8,12,121.0,19.0,85.0,10,0,1,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
1,29,19,436,249,411,2,337,198,1100,5,16,94.0,45.0,225.0,6,0,0,2,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,46,5,26,388,342,27,479,55,400,5,33,105.0,14.0,65.0,18,0,2,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,8,3,365,282,19,2,368,71,1200,8,19,131.0,6.0,160.0,9,0,2,3,1,1,1,1,1,1,0,0,8,30.0,45.0,15,10
1,3,0,281,266,163,2,349,114,3500,12,19,91.0,35.0,165.0,7,0,0,3,1,0,0,1,1,1,0,0,12,30.0,0.0,15,10
1,42,5,436,275,201,0,350,60,800,5,33,93.0,30.0,115.0,8,0,1,1,1,0,0,1,1,1,0,0,5,30.0,0.0,15,10
1,33,22,436,362,265,25,443,165,800,5,6,79.0,30.0,5.0,16,0,0,2,0,0,0,0,1,1,2,2,5,20.0,0.0,8,10
1,10,0,25,315,56,2,405,97,2000,10,19,67.0,18.0,130.0,12,0,0,3,1,0,0,0,1,1,2,2,10,20.0,0.0,8,10
1,39,5,436,335,172,0,450,42,3500,14,23,104.0,12.0,225.0,13,0,2,3,1,0,0,0,1,1,2,2,14,20.0,0.0,8,10
1,19,0,1,375,285,27,465,33,700,10,33,86.0,15.0,85.0,17,0,1,1,1,0,0,1,1,1,0,0,10,30.0,0.0,15,10
1,23,24,436,268,246,21,338,65,1000,8,12,111.0,9.0,120.0,7,0,1,1,1,1,0,1,1,1,0,0,8,30.0,45.0,15,10
