flight_date,flight_status,aircraft,live,departure.airport,departure.timezone,departure.iata,departure.icao,departure.terminal,departure.gate,departure.delay,departure.scheduled,departure.estimated,departure.actual,departure.estimated_runway,departure.actual_runway,arrival.airport,arrival.timezone,arrival.iata,arrival.icao,arrival.terminal,arrival.gate,arrival.baggage,arrival.scheduled,arrival.delay,arrival.estimated,arrival.actual,arrival.estimated_runway,arrival.actual_runway,airline.name,airline.iata,airline.icao,flight.number,flight.iata,flight.icao,flight.codeshared,aircraft.registration,aircraft.iata,aircraft.icao,aircraft.icao24,flight.codeshared.airline_name,flight.codeshared.airline_iata,flight.codeshared.airline_icao,flight.codeshared.flight_number,flight.codeshared.flight_iata,flight.codeshared.flight_icao,live.updated,live.latitude,live.longitude,live.altitude,live.direction,live.speed_horizontal,live.speed_vertical,live.is_ground
2026-04-18,scheduled,,,Roberts Field,America/Los_Angeles,RDM,KRDM,,B,,2026-04-18T05:13:00+00:00,2026-04-18T05:13:00+00:00,,,,Sky Harbor International,America/Phoenix,PHX,KPHX,4,B5,CLM3,2026-04-18T07:45:00+00:00,16.0,,,,,AlphaSky,AS,JAG,6084,AS6084,JAG6084,,,,,A26025,american airlines,aa,aal,3543,aa3543,aal3543,,,,,,,,
2026-04-18,scheduled,,,Wuyishan,Asia/Shanghai,WUS,ZSWY,,2,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T22:45:00+00:00,,,,,,Xiamen Air,MF,CXA,8508,MF8508,CXA8508,,,,,780B64,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Wuyishan,Asia/Shanghai,WUS,ZSWY,,2,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T22:45:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4389,CZ4389,CSN4389,,,,,780B64,xiamen air,mf,cxa,8508,mf8508,cxa8508,,,,,,,,
2026-04-18,scheduled,,,Wuyishan,Asia/Shanghai,WUS,ZSWY,,2,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T22:45:00+00:00,,,,,,Hebei Airlines,NS,HBH,8508,NS8508,HBH8508,,,,,780B64,xiamen air,mf,cxa,8508,mf8508,cxa8508,,,,,,,,
2026-04-18,scheduled,,,Wuyishan,Asia/Shanghai,WUS,ZSWY,,2,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T22:45:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2610,3U2610,CSC2610,,,,,780B64,xiamen air,mf,cxa,8508,mf8508,cxa8508,,,,,,,,
2026-04-18,scheduled,,,Wuyishan,Asia/Shanghai,WUS,ZSWY,,2,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T22:45:00+00:00,,,,,,China Eastern Airlines,MU,CES,4817,MU4817,CES4817,,,,,780B64,xiamen air,mf,cxa,8508,mf8508,cxa8508,,,,,,,,
2026-04-18,scheduled,,,Wuyishan,Asia/Shanghai,WUS,ZSWY,,2,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,,2026-04-18T22:45:00+00:00,,,,,,China Express Airlines,G5,HXA,9332,G59332,HXA9332,,,,,780B64,xiamen air,mf,cxa,8508,mf8508,cxa8508,,,,,,,,
2026-04-18,scheduled,,,Redding,America/Los_Angeles,RDD,KRDD,,1,,2026-04-18T06:05:00+00:00,2026-04-18T06:05:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,3,F8,6,2026-04-18T07:19:00+00:00,,,,,,United Airlines,UA,UAL,5549,UA5549,UAL5549,,,,,A193AA,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T18:50:00+00:00,2026-04-18T18:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,3,2026-04-18T21:00:00+00:00,,,,,,China Eastern Airlines,MU,CES,2612,MU2612,CES2612,,,,,7813E6,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T18:50:00+00:00,2026-04-18T18:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,3,2026-04-18T21:00:00+00:00,,,,,,Xiamen Air,MF,CXA,3352,MF3352,CXA3352,,,,,7813E6,china eastern airlines,mu,ces,2612,mu2612,ces2612,,,,,,,,
2026-04-18,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T18:50:00+00:00,2026-04-18T18:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,3,2026-04-18T21:00:00+00:00,,,,,,China United Airlines,KN,CUA,6084,KN6084,CUA6084,,,,,7813E6,china eastern airlines,mu,ces,2612,mu2612,ces2612,,,,,,,,
2026-04-18,scheduled,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T18:50:00+00:00,2026-04-18T18:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,3,2026-04-18T21:00:00+00:00,,,,,,Sichuan Airlines,3U,CSC,5064,3U5064,CSC5064,,,,,7813E6,china eastern airlines,mu,ces,2612,mu2612,ces2612,,,,,,,,
2026-04-18,scheduled,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,B05-,,2026-04-18T19:20:00+00:00,2026-04-18T19:20:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,2,2026-04-18T21:00:00+00:00,,,,,,Juneyao Air,HO,DKH,5672,HO5672,DKH5672,,,,,7811B6,china eastern airlines,mu,ces,2534,mu2534,ces2534,,,,,,,,
2026-04-18,scheduled,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,B05-,,2026-04-18T19:20:00+00:00,2026-04-18T19:20:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,2,2026-04-18T21:00:00+00:00,,,,,,Xiamen Air,MF,CXA,3323,MF3323,CXA3323,,,,,7811B6,china eastern airlines,mu,ces,2534,mu2534,ces2534,,,,,,,,
2026-04-18,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,3H,,2026-04-18T19:20:00+00:00,2026-04-18T19:20:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T20:55:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4475,ZH4475,CSZ4475,,,,,7814BB,air china,ca,cca,4381,ca4381,cca4381,,,,,,,,
2026-04-18,scheduled,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,3H,,2026-04-18T19:20:00+00:00,2026-04-18T19:20:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T20:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,5239,SC5239,CDG5239,,,,,7814BB,air china,ca,cca,4381,ca4381,cca4381,,,,,,,,
2026-04-18,scheduled,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,"B,C",,2026-04-18T18:45:00+00:00,2026-04-18T18:45:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,2,2026-04-18T20:30:00+00:00,,,,,,China Eastern Airlines,MU,CES,8455,MU8455,CES8455,,,,,782125,shanghai airlines,fm,csh,9363,fm9363,csh9363,,,,,,,,
2026-04-18,scheduled,,,Qingdao,Asia/Shanghai,TAO,ZSQD,,K,,2026-04-18T17:45:00+00:00,2026-04-18T17:45:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T20:15:00+00:00,,,,,,Loong Air,GJ,CDC,7130,GJ7130,CDC7130,,,,,780DD4,hainan airlines,hu,chh,7388,hu7388,chh7388,,,,,,,,
2026-04-18,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-04-18T15:50:00+00:00,2026-04-18T15:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:45:00+00:00,,,,,,China Express Airlines,G5,HXA,9363,G59363,HXA9363,,,,,780479,xiamen air,mf,cxa,8357,mf8357,cxa8357,,,,,,,,
2026-04-18,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-04-18T15:50:00+00:00,2026-04-18T15:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:45:00+00:00,,,,,,China Southern Airlines,CZ,CSN,4258,CZ4258,CSN4258,,,,,780479,xiamen air,mf,cxa,8357,mf8357,cxa8357,,,,,,,,
2026-04-18,scheduled,,,Xiamen,Asia/Shanghai,XMN,ZSAM,3,1,,2026-04-18T15:50:00+00:00,2026-04-18T15:50:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:45:00+00:00,,,,,,Sichuan Airlines,3U,CSC,2479,3U2479,CSC2479,,,,,780479,xiamen air,mf,cxa,8357,mf8357,cxa8357,,,,,,,,
2026-04-18,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,C29,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T17:00:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4694,ZH4694,CSZ4694,,,,,780635,air china,ca,cca,8210,ca8210,cca8210,,,,,,,,
2026-04-18,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,C29,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T17:00:00+00:00,,,,,,United Airlines,UA,UAL,7600,UA7600,UAL7600,,,,,780635,air china,ca,cca,8210,ca8210,cca8210,,,,,,,,
2026-04-18,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,C29,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T17:00:00+00:00,,,,,,Air New Zealand,NZ,ANZ,3861,NZ3861,ANZ3861,,,,,780635,air china,ca,cca,8210,ca8210,cca8210,,,,,,,,
2026-04-18,scheduled,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,3,C29,,2026-04-18T14:35:00+00:00,2026-04-18T14:35:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T17:00:00+00:00,,,,,,Lufthansa,LH,DLH,7095,LH7095,DLH7095,,,,,780635,air china,ca,cca,8210,ca8210,cca8210,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,328,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Techo International Airport,Asia/Phnom_Penh,KTI,VDTI,,,7,2026-04-18T23:50:00+00:00,,,,,,China Eastern Airlines,MU,CES,2579,MU2579,CES2579,,,,,780E37,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,B,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Haikou,Asia/Shanghai,HAK,ZJHK,2,,8,2026-04-18T23:30:00+00:00,,,,,,Hainan Airlines,HU,CHH,7062,HU7062,CHH7062,,,,,78058E,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Hangzhou,Asia/Shanghai,HGH,ZSHC,4,,19,2026-04-18T22:25:00+00:00,,,,,,China Southern Airlines,CZ,CSN,5169,CZ5169,CSN5169,,,,,7809E8,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,F,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Beijing Daxing International Airport,+8,PKX,ZBAD,,,10,2026-04-18T23:15:00+00:00,,,,,,China Eastern Airlines,MU,CES,2022,MU2022,CES2022,,,,,780DE5,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,331A,,2026-04-18T20:50:00+00:00,2026-04-18T20:50:00+00:00,,,,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,,2026-04-18T23:05:00+00:00,,,,,,Cathay Pacific,CX,CPA,931,CX931,CPA931,,,,,78018D,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,B,,2026-04-18T20:45:00+00:00,2026-04-18T20:45:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,,,,2026-04-19T00:05:00+00:00,,,,,,Hainan Airlines,HU,CHH,7067,HU7067,CHH7067,,,,,780B1B,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Chengdu Tianfu International Airport,Asia/Chongqing,TFU,ZUTF,2,,,2026-04-18T22:40:00+00:00,,,,,,China Southern Airlines,CZ,CSN,3831,CZ3831,CSN3831,,,,,7805EC,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,20,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,Shanghai Hongqiao International,Asia/Shanghai,SHA,ZSSS,2,,29,2026-04-18T22:10:00+00:00,45.0,,,,,China Eastern Airlines,MU,CES,2553,MU2553,CES2553,,,,,780C4C,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-04-18T20:30:00+00:00,2026-04-18T20:30:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-04-18T22:25:00+00:00,,,,,,China Southern Airlines,CZ,CSN,5769,CZ5769,CSN5769,,,,,78217A,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-04-18T20:25:00+00:00,2026-04-18T20:25:00+00:00,,,,Dalian,Asia/Shanghai,DLC,ZYTL,,,2,2026-04-18T22:45:00+00:00,,,,,,China Southern Airlines,CZ,CSN,6212,CZ6212,CSN6212,,,,,7809F7,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,B,,2026-04-18T20:25:00+00:00,2026-04-18T20:25:00+00:00,,,,Beijing Capital International,Asia/Shanghai,PEK,ZBAA,2,,13,2026-04-18T22:30:00+00:00,,,,,,Hainan Airlines,HU,CHH,6014,HU6014,CHH6014,,,,,7820F9,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-04-18T20:20:00+00:00,2026-04-18T20:20:00+00:00,,,,,,URC,ZWWW,3,,,2026-04-19T00:50:00+00:00,,,,,,China Southern Airlines,CZ,CSN,6940,CZ6940,CSN6940,,,,,78213C,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,B,,2026-04-18T20:15:00+00:00,2026-04-18T20:15:00+00:00,,,,,,ACX,ZUYI,,,,2026-04-18T22:30:00+00:00,,,,,,Colorful Guizhou Airlines,GY,CGZ,7246,GY7246,CGZ7246,,,,,7812EF,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,K,,2026-04-18T20:15:00+00:00,2026-04-18T20:15:00+00:00,,,,Shantou,Asia/Shanghai,SWA,ZGOW,,,,2026-04-18T22:20:00+00:00,,,,,,Air China,CA,CCA,8229,CA8229,CCA8229,,,,,780694,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,K,,2026-04-18T20:15:00+00:00,2026-04-18T20:15:00+00:00,,,,Shantou,Asia/Shanghai,SWA,ZGOW,,,,2026-04-18T22:20:00+00:00,,,,,,Shenzhen Airlines,ZH,CSZ,4329,ZH4329,CSZ4329,,,,,780694,air china,ca,cca,8229,ca8229,cca8229,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,J,,2026-04-18T20:10:00+00:00,2026-04-18T20:10:00+00:00,,,,,,NNG,ZGNN,,,4,2026-04-18T22:10:00+00:00,,,,,,China Southern Airlines,CZ,CSN,6318,CZ6318,CSN6318,,,,,7809E6,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:10:00+00:00,2026-04-18T17:10:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,2,2026-04-18T20:20:00+00:00,100.0,,,,,Hainan Airlines,HU,CHH,2086,HU2086,CHH2086,,,,,780C8A,loong air,gj,cdc,8540,gj8540,cdc8540,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:10:00+00:00,2026-04-18T17:10:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,2,2026-04-18T20:20:00+00:00,100.0,,,,,Xiamen Air,MF,CXA,5235,MF5235,CXA5235,,,,,780C8A,loong air,gj,cdc,8540,gj8540,cdc8540,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:10:00+00:00,2026-04-18T17:10:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,2,2026-04-18T20:20:00+00:00,100.0,,,,,Tibet Airlines,TV,TBA,2396,TV2396,TBA2396,,,,,780C8A,loong air,gj,cdc,8540,gj8540,cdc8540,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:10:00+00:00,2026-04-18T17:10:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,2,2026-04-18T20:20:00+00:00,100.0,,,,,China Southern Airlines,CZ,CSN,7072,CZ7072,CSN7072,,,,,780C8A,loong air,gj,cdc,8540,gj8540,cdc8540,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:10:00+00:00,2026-04-18T17:10:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,2,2026-04-18T20:20:00+00:00,100.0,,,,,China Express Airlines,G5,HXA,6388,G56388,HXA6388,,,,,780C8A,loong air,gj,cdc,8540,gj8540,cdc8540,,,,,,,,
2026-04-18,scheduled,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,2,,,2026-04-18T17:10:00+00:00,2026-04-18T17:10:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,2,2026-04-18T20:20:00+00:00,100.0,,,,,Sichuan Airlines,3U,CSC,4806,3U4806,CSC4806,,,,,780C8A,loong air,gj,cdc,8540,gj8540,cdc8540,,,,,,,,
2026-04-18,scheduled,,,Zaragoza,Europe/Madrid,ZAZ,LEZG,,14,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Son Sant Joan Airport,Europe/Madrid,PMI,LEPA,N,,,2026-04-18T16:05:00+00:00,15.0,,,,,Ryanair,FR,RYR,1399,FR1399,RYR1399,,,,,4D2245,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Zaragoza,Europe/Madrid,ZAZ,LEZG,,,,2026-04-18T14:55:00+00:00,2026-04-18T14:55:00+00:00,,,,Beirut Rafic Hariri Airport,Asia/Beirut,BEY,OLBA,,,,2026-04-18T20:10:00+00:00,,,,,,Emirates,EK,UAE,9748,EK9748,UAE9748,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Zaragoza,Europe/Madrid,ZAZ,LEZG,,,,2026-04-18T14:30:00+00:00,2026-04-18T14:30:00+00:00,,,,Amilcar Cabral International,Atlantic/Cape_Verde,SID,GVAC,,,,2026-04-18T17:15:00+00:00,,,,,,LATAM Cargo,UC,LCO,3616,UC3616,LCO3616,,,,,,,,,,,,,,,,,,,
2026-04-18,active,,,Sturup,Europe/Stockholm,MMX,ESMS,,,,2026-04-18T07:40:00+00:00,2026-04-18T07:40:00+00:00,2026-04-18T07:44:00+00:00,2026-04-18T07:44:00+00:00,2026-04-18T07:44:00+00:00,Son Sant Joan Airport,Europe/Madrid,PMI,LEPA,N,,,2026-04-18T10:40:00+00:00,4.0,2026-04-18T10:19:00+00:00,,,,Sunclass Airlines,DK,VKG,1432,DK1432,VKG1432,,OY-TCH,A321,A321,45D068,,,,,,,2026-04-18T06:15:00+00:00,52.858,10.5886,10652.8,208.12,762.264,0.0,False
2026-04-18,scheduled,,,Melbourne International Airport,America/New_York,MLB,KMLB,,,,2026-04-18T09:00:00+00:00,2026-04-18T09:00:00+00:00,,,,Key Field,America/Chicago,MEI,KMEI,,,,2026-04-18T09:51:00+00:00,19.0,,,,,empty,,,,,,,,,,A402EE,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Melbourne International Airport,America/New_York,MLB,KMLB,,,,2026-04-18T08:30:00+00:00,2026-04-18T08:30:00+00:00,,,,Sarasota/Bradenton International,America/New_York,SRQ,KSRQ,,,,2026-04-18T09:06:00+00:00,10.0,,,,,flyExclusive,,JRE,631,,JRE631,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Melbourne International Airport,America/New_York,MLB,KMLB,,,,2026-04-18T09:00:00+00:00,2026-04-18T09:00:00+00:00,,,,Chicago O'hare International,America/Chicago,ORD,KORD,,,,2026-04-18T10:30:00+00:00,8.0,,,,,United Airlines,UA,UAL,4204,UA4204,UAL4204,,,,,,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,226,,2026-04-18T21:00:00+00:00,2026-04-18T21:00:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,3,,62,2026-04-19T00:05:00+00:00,,,,,,Okay Airways,BK,OKA,2704,BK2704,OKA2704,,,,,781342,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,211,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Chongqing Jiangbei International,Asia/Shanghai,CKG,ZUCK,3,,,2026-04-18T23:40:00+00:00,,,,,,West Air,PN,CHB,6238,PN6238,CHB6238,,,,,780726,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,213,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Harbin,Asia/Shanghai,HRB,ZYHB,,,,2026-04-18T23:15:00+00:00,,,,,,LongJiang Airlines,LT,SNG,6620,LT6620,SNG6620,,,,,78100D,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,204,,2026-04-18T20:55:00+00:00,2026-04-18T20:55:00+00:00,,,,Zhoushan,Asia/Shanghai,HSN,ZSZS,,,,2026-04-18T22:55:00+00:00,,,,,,Fuzhou Airlines,FU,FZA,6602,FU6602,FZA6602,,,,,781596,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,224,,2026-04-18T20:40:00+00:00,2026-04-18T20:40:00+00:00,,,,Tianhe International,Asia/Shanghai,WUH,ZHHH,3,,,2026-04-18T23:00:00+00:00,,,,,,China Eastern Airlines,MU,CES,2494,MU2494,CES2494,,,,,781043,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,214,,2026-04-18T20:35:00+00:00,2026-04-18T20:35:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,2,,,2026-04-18T23:30:00+00:00,,,,,,Chengdu Airlines,EU,UEA,1834,EU1834,UEA1834,,,,,780D6B,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,218,,2026-04-18T20:25:00+00:00,2026-04-18T20:25:00+00:00,,,,Changchun,Asia/Shanghai,CGQ,ZYCC,2,,1,2026-04-18T22:20:00+00:00,,,,,,Qingdao Airlines,QW,QDA,6044,QW6044,QDA6044,,,,,780E34,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,230,,2026-04-18T20:25:00+00:00,2026-04-18T20:25:00+00:00,,,,Shuangliu,Asia/Shanghai,CTU,ZUUU,1,,,2026-04-18T23:20:00+00:00,,,,,,Sichuan Airlines,3U,CSC,8864,3U8864,CSC8864,,,,,7813FD,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,227,,2026-04-18T20:15:00+00:00,2026-04-18T20:15:00+00:00,,,,Guangzhou Baiyun International,Asia/Shanghai,CAN,ZGGG,2,,,2026-04-18T23:25:00+00:00,,,,,,China Southern Airlines,CZ,CSN,3136,CZ3136,CSN3136,,,,,782205,,,,,,,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,208,,2026-04-18T19:00:00+00:00,2026-04-18T19:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-04-18T22:15:00+00:00,,,,,,Shandong Airlines,SC,CDG,9156,SC9156,CDG9156,,,,,781432,shenzhen airlines,zh,csz,9126,zh9126,csz9126,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,208,,2026-04-18T19:00:00+00:00,2026-04-18T19:00:00+00:00,,,,Shenzhen,Asia/Shanghai,SZX,ZGSZ,,,,2026-04-18T22:15:00+00:00,,,,,,Air China,CA,CCA,3578,CA3578,CCA3578,,,,,781432,shenzhen airlines,zh,csz,9126,zh9126,csz9126,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,118,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Nanchang,Asia/Shanghai,KHN,ZSCN,,,8,2026-04-18T20:55:00+00:00,,,,,,Shandong Airlines,SC,CDG,9082,SC9082,CDG9082,,,,,7811AB,shenzhen airlines,zh,csz,8808,zh8808,csz8808,,,,,,,,
2026-04-18,scheduled,,,Tianjin Binhai International,Asia/Shanghai,TSN,ZBTJ,2,118,,2026-04-18T18:35:00+00:00,2026-04-18T18:35:00+00:00,,,,Nanchang,Asia/Shanghai,KHN,ZSCN,,,8,2026-04-18T20:55:00+00:00,,,,,,Air China,CA,CCA,3608,CA3608,CCA3608,,,,,7811AB,shenzhen airlines,zh,csz,8808,zh8808,csz8808,,,,,,,,
